url,content_id,source_file,core_cluster,cluster_root_url,owner_role,parent_url,ownership_status,gsc_clicks,gsc_impressions,gsc_ctr,gsc_position,lock_state,notes
/บริการ/รับซื้อกล้องพร้อมเลนส์-อุบล/,camera-with-lens-ubon,src/content/services/camera-with-lens-ubon.md,camera,/บริการ/รับซื้อกล้อง-อุบล/,SUBCLUSTER_OWNER,/บริการ/รับซื้อกล้อง-อุบล/,KEEP_OWNER,0,13,0.0,10.54,LOCKED_CURRENT,"Own broad camera intent. Brand, creator-device and condition children remain narrower owners; lens-specific intent belongs camera_lens."
/บริการ/รับซื้อโดรน-dji-อุบล/,drone-dji-ubon,src/content/services/drone-dji-ubon.md,camera,/บริการ/รับซื้อกล้อง-อุบล/,SUBCLUSTER_OWNER,/บริการ/รับซื้อกล้อง-อุบล/,KEEP_OWNER,0,2,0.0,5.0,LOCKED_CURRENT,"Own broad camera intent. Brand, creator-device and condition children remain narrower owners; lens-specific intent belongs camera_lens."
/บริการ/รับซื้อเลนส์-canon-rf-ef-อุบล/,lens-canon-rf-ef-ubon,src/content/services/lens-canon-rf-ef-ubon.md,camera_lens,/บริการ/รับซื้อเลนส์กล้อง-อุบล/,SUBCLUSTER_OWNER,/บริการ/รับซื้อเลนส์กล้อง-อุบล/,KEEP_OWNER,0,2,0.0,15.5,LOCKED_CURRENT,Own lens-specific intent and future lens series/condition pages; broad camera intent remains camera.
/บริการ/รับซื้อเลนส์-sony-fe-อุบล/,lens-sony-fe-ubon,src/content/services/lens-sony-fe-ubon.md,camera_lens,/บริการ/รับซื้อเลนส์กล้อง-อุบล/,SUBCLUSTER_OWNER,/บริการ/รับซื้อเลนส์กล้อง-อุบล/,KEEP_OWNER,0,0,,,LOCKED_CURRENT,Own lens-specific intent and future lens series/condition pages; broad camera intent remains camera.
/บริการ/รับซื้อเลนส์กล้อง-อุบล/,camera-lens-ubon,src/content/services/camera-lens-ubon.md,camera_lens,/บริการ/รับซื้อเลนส์กล้อง-อุบล/,SUBCLUSTER_OWNER,,KEEP_OWNER,0,20,0.0,8.35,LOCKED_CURRENT,Own lens-specific intent and future lens series/condition pages; broad camera intent remains camera.
/บริการ/รับซื้อ-pc-gaming-อุบล/,pc-gaming-ubon,src/content/services/pc-gaming-ubon.md,computer,/บริการ/รับซื้อคอมพิวเตอร์-อุบล/,SUBCLUSTER_OWNER,/บริการ/รับซื้อคอมพิวเตอร์-อุบล/,KEEP_OWNER,2,47,0.042553,12.13,LOCKED_CURRENT,"Own generic computer/desktop intent. PC Gaming, custom-build and monitor remain narrower owners. Corporate/lot intent stays in B2B clusters."
/บริการ/รับซื้อคอมประกอบ-อุบล/,pc-custom-build-ubon,src/content/services/pc-custom-build-ubon.md,computer,/บริการ/รับซื้อคอมพิวเตอร์-อุบล/,SUBCLUSTER_OWNER,/บริการ/รับซื้อคอมพิวเตอร์-อุบล/,KEEP_OWNER,0,1,0.0,10.0,LOCKED_CURRENT,"Own generic computer/desktop intent. PC Gaming, custom-build and monitor remain narrower owners. Corporate/lot intent stays in B2B clusters."
/บริการ/รับซื้อคอมพิวเตอร์-อุบล/,pc-ubon,src/content/services/pc-ubon.md,computer,/บริการ/รับซื้อคอมพิวเตอร์-อุบล/,CORE_OWNER,,PROTECT_WINNER,7,106,0.066038,10.36,LOCKED_CURRENT,"Own generic computer/desktop intent. PC Gaming, custom-build and monitor remain narrower owners. Corporate/lot intent stays in B2B clusters."
/บริการ/รับซื้อจอคอม-อุบล/,monitor-ubon,src/content/services/monitor-ubon.md,computer,/บริการ/รับซื้อคอมพิวเตอร์-อุบล/,SUBCLUSTER_OWNER,/บริการ/รับซื้อคอมพิวเตอร์-อุบล/,KEEP_OWNER,0,1,0.0,15.0,LOCKED_CURRENT,"Own generic computer/desktop intent. PC Gaming, custom-build and monitor remain narrower owners. Corporate/lot intent stays in B2B clusters."
/บริการ/รับซื้อจอเกมมิ่ง-อุบล/,monitor-gaming-ubon,src/content/services/monitor-gaming-ubon.md,computer,/บริการ/รับซื้อคอมพิวเตอร์-อุบล/,SUBCLUSTER_OWNER,/บริการ/รับซื้อจอคอม-อุบล/,KEEP_OWNER,1,1,1.0,19.0,LOCKED_CURRENT,"Own generic computer/desktop intent. PC Gaming, custom-build and monitor remain narrower owners. Corporate/lot intent stays in B2B clusters."
/บริการ/รับซื้อสมาร์ทวอทช์-แก็ดเจ็ต-อุบล/,gadget-ubon,src/content/services/gadget-ubon.md,gadget,/บริการ/รับซื้อสมาร์ทวอทช์-แก็ดเจ็ต-อุบล/,CORE_OWNER,,KEEP_OWNER,0,7,0.0,10.57,LOCKED_CURRENT,Own generic gadget/wearable intent. Apple Watch and audio pages retain their specific owners.
/บริการ/รับซื้อ-nintendo-switch-oled-อุบล/,console-nintendo-switch-oled-ubon,src/content/services/console-nintendo-switch-oled-ubon.md,gaming,/บริการ/รับซื้อ-เครื่องเกม-อุบล/,SUBCLUSTER_OWNER,/บริการ/รับซื้อ-เครื่องเกม-อุบล/,KEEP_OWNER,0,0,,,LOCKED_CURRENT,"Own generic game-console intent. PS5, Switch, Xbox, Steam Deck, ROG Ally and future models remain narrower owners."
/บริการ/รับซื้อ-nintendo-switch-อุบล/,console-nintendo-switch-ubon,src/content/services/console-nintendo-switch-ubon.md,gaming,/บริการ/รับซื้อ-เครื่องเกม-อุบล/,SUBCLUSTER_OWNER,/บริการ/รับซื้อ-เครื่องเกม-อุบล/,KEEP_OWNER,1,6,0.166667,9.33,LOCKED_CURRENT,"Own generic game-console intent. PS5, Switch, Xbox, Steam Deck, ROG Ally and future models remain narrower owners."
/บริการ/รับซื้อ-ps5-อุบล/,console-ps5-ubon,src/content/services/console-ps5-ubon.md,gaming,/บริการ/รับซื้อ-เครื่องเกม-อุบล/,SUBCLUSTER_OWNER,/บริการ/รับซื้อ-เครื่องเกม-อุบล/,KEEP_OWNER,3,6,0.5,8.0,LOCKED_CURRENT,"Own generic game-console intent. PS5, Switch, Xbox, Steam Deck, ROG Ally and future models remain narrower owners."
/บริการ/รับซื้อ-rog-ally-อุบล/,rog-ally-ubon,src/content/services/rog-ally-ubon.md,gaming,/บริการ/รับซื้อ-เครื่องเกม-อุบล/,SUBCLUSTER_OWNER,/บริการ/รับซื้อ-เครื่องเกม-อุบล/,KEEP_OWNER,0,1,0.0,9.0,LOCKED_CURRENT,"Own generic game-console intent. PS5, Switch, Xbox, Steam Deck, ROG Ally and future models remain narrower owners."
/บริการ/รับซื้อ-steam-deck-อุบล/,steam-deck-ubon,src/content/services/steam-deck-ubon.md,gaming,/บริการ/รับซื้อ-เครื่องเกม-อุบล/,SUBCLUSTER_OWNER,/บริการ/รับซื้อ-เครื่องเกม-อุบล/,KEEP_OWNER,0,0,,,LOCKED_CURRENT,"Own generic game-console intent. PS5, Switch, Xbox, Steam Deck, ROG Ally and future models remain narrower owners."
/บริการ/รับซื้อ-xbox-อุบล/,xbox-ubon,src/content/services/xbox-ubon.md,gaming,/บริการ/รับซื้อ-เครื่องเกม-อุบล/,SUBCLUSTER_OWNER,/บริการ/รับซื้อ-เครื่องเกม-อุบล/,KEEP_OWNER,0,3,0.0,8.0,LOCKED_CURRENT,"Own generic game-console intent. PS5, Switch, Xbox, Steam Deck, ROG Ally and future models remain narrower owners."
/บริการ/รับซื้อ-เครื่องเกม-อุบล/,game-console-ubon,src/content/services/game-console-ubon.md,gaming,/บริการ/รับซื้อ-เครื่องเกม-อุบล/,CORE_OWNER,,PROTECT_WINNER,20,132,0.151515,8.48,LOCKED_CURRENT,"Own generic game-console intent. PS5, Switch, Xbox, Steam Deck, ROG Ally and future models remain narrower owners."
/บริการ/รับซื้อเครื่องเกมพกพา-อุบล/,handheld-game-console-ubon,src/content/services/handheld-game-console-ubon.md,gaming,/บริการ/รับซื้อ-เครื่องเกม-อุบล/,SUBCLUSTER_OWNER,/บริการ/รับซื้อ-เครื่องเกม-อุบล/,KEEP_OWNER,0,0,,,LOCKED_CURRENT,"Own generic game-console intent. PS5, Switch, Xbox, Steam Deck, ROG Ally and future models remain narrower owners."
/บริการ/รับซื้อ-ipad-มหาวิทยาลัยอุบล/,รับซื้อ-ipad-มหาวิทยาลัยอุบล,src/content/services/รับซื้อ-ipad-มหาวิทยาลัยอุบล.md,local_existing,/บริการ/รับซื้อ-ipad-มหาวิทยาลัยอุบล/,LOCAL_EXISTING_OWNER,,KEEP_OWNER,0,1,0.0,8.0,LOCKED_CURRENT,Existing local service outside core product graph.
/บริการ/รับซื้อ-iphone-วารินชำราบ/,รับซื้อ-iphone-วารินชำราบ,src/content/services/รับซื้อ-iphone-วารินชำราบ.md,local_existing,/บริการ/รับซื้อ-iphone-วารินชำราบ/,LOCAL_EXISTING_OWNER,,KEEP_OWNER,0,0,,,LOCKED_CURRENT,Existing local service outside core product graph.
/บริการ/รับซื้อ-macbook-มหาวิทยาลัยอุบล/,รับซื้อ-macbook-มหาวิทยาลัยอุบล,src/content/services/รับซื้อ-macbook-มหาวิทยาลัยอุบล.md,local_existing,/บริการ/รับซื้อ-macbook-มหาวิทยาลัยอุบล/,LOCAL_EXISTING_OWNER,,KEEP_OWNER,0,0,,,LOCKED_CURRENT,Existing local service outside core product graph.
/บริการ/รับซื้อกล้อง-พิบูลมังสาหาร/,รับซื้อกล้อง-พิบูลมังสาหาร,src/content/services/รับซื้อกล้อง-พิบูลมังสาหาร.md,local_existing,/บริการ/รับซื้อกล้อง-พิบูลมังสาหาร/,LOCAL_EXISTING_OWNER,,KEEP_OWNER,0,0,,,LOCKED_CURRENT,Existing local service outside core product graph.
/บริการ/รับซื้อคอมพิวเตอร์-พิบูลมังสาหาร/,รับซื้อคอมพิวเตอร์-พิบูลมังสาหาร,src/content/services/รับซื้อคอมพิวเตอร์-พิบูลมังสาหาร.md,local_existing,/บริการ/รับซื้อคอมพิวเตอร์-พิบูลมังสาหาร/,LOCAL_EXISTING_OWNER,,KEEP_OWNER,0,1,0.0,11.0,LOCKED_CURRENT,Existing local service outside core product graph.
/บริการ/รับซื้อมือถือ-เดชอุดม/,รับซื้อมือถือ-เดชอุดม,src/content/services/รับซื้อมือถือ-เดชอุดม.md,local_existing,/บริการ/รับซื้อมือถือ-เดชอุดม/,LOCAL_EXISTING_OWNER,,KEEP_OWNER,3,20,0.15,4.85,LOCKED_CURRENT,Existing local service outside core product graph.
/บริการ/รับซื้อโน้ตบุ๊ก-วารินชำราบ/,รับซื้อโน้ตบุ๊ก-วารินชำราบ,src/content/services/รับซื้อโน้ตบุ๊ก-วารินชำราบ.md,local_existing,/บริการ/รับซื้อโน้ตบุ๊ก-วารินชำราบ/,LOCAL_EXISTING_OWNER,,KEEP_OWNER,0,0,,,LOCKED_CURRENT,Existing local service outside core product graph.
/บริการ/รับซื้อโน้ตบุ๊ก-เดชอุดม/,รับซื้อโน้ตบุ๊ก-เดชอุดม,src/content/services/รับซื้อโน้ตบุ๊ก-เดชอุดม.md,local_existing,/บริการ/รับซื้อโน้ตบุ๊ก-เดชอุดม/,LOCAL_EXISTING_OWNER,,KEEP_OWNER,0,0,,,LOCKED_CURRENT,Existing local service outside core product graph.
/บริการ/รับซื้อ-iphone-13-pro-max-อุบล/,iphone-13-pro-max-ubon,src/content/services/iphone-13-pro-max-ubon.md,mobile,/บริการ/รับซื้อมือถือ-อุบล/,SUBCLUSTER_OWNER,/บริการ/รับซื้อ-iphone-อุบล/,KEEP_OWNER,0,2,0.0,9.5,LOCKED_CURRENT,Own generic mobile/Android intent. iPhone and Android brands own brand-specific intent. Legacy โทรศัพท์ alias must remain redirect.
/บริการ/รับซื้อ-iphone-14-pro-max-อุบล/,iphone-14-pro-max-ubon,src/content/services/iphone-14-pro-max-ubon.md,mobile,/บริการ/รับซื้อมือถือ-อุบล/,SUBCLUSTER_OWNER,/บริการ/รับซื้อ-iphone-อุบล/,KEEP_OWNER,1,2,0.5,10.0,LOCKED_CURRENT,Own generic mobile/Android intent. iPhone and Android brands own brand-specific intent. Legacy โทรศัพท์ alias must remain redirect.
/บริการ/รับซื้อ-iphone-15-pro-max-อุบล/,iphone-15-pro-max-ubon,src/content/services/iphone-15-pro-max-ubon.md,mobile,/บริการ/รับซื้อมือถือ-อุบล/,SUBCLUSTER_OWNER,/บริการ/รับซื้อ-iphone-อุบล/,KEEP_OWNER,0,0,,,LOCKED_CURRENT,Own generic mobile/Android intent. iPhone and Android brands own brand-specific intent. Legacy โทรศัพท์ alias must remain redirect.
/บริการ/รับซื้อ-iphone-15-pro-อุบล/,iphone-15-pro-ubon,src/content/services/iphone-15-pro-ubon.md,mobile,/บริการ/รับซื้อมือถือ-อุบล/,SUBCLUSTER_OWNER,/บริการ/รับซื้อ-iphone-อุบล/,KEEP_OWNER,0,0,,,LOCKED_CURRENT,Own generic mobile/Android intent. iPhone and Android brands own brand-specific intent. Legacy โทรศัพท์ alias must remain redirect.
/บริการ/รับซื้อ-iphone-16-pro-max-อุบล/,iphone-16-pro-max-ubon,src/content/services/iphone-16-pro-max-ubon.md,mobile,/บริการ/รับซื้อมือถือ-อุบล/,SUBCLUSTER_OWNER,/บริการ/รับซื้อ-iphone-อุบล/,KEEP_OWNER,0,1,0.0,17.0,LOCKED_CURRENT,Own generic mobile/Android intent. iPhone and Android brands own brand-specific intent. Legacy โทรศัพท์ alias must remain redirect.
/บริการ/รับซื้อ-iphone-16-pro-อุบล/,iphone-16-pro-ubon,src/content/services/iphone-16-pro-ubon.md,mobile,/บริการ/รับซื้อมือถือ-อุบล/,SUBCLUSTER_OWNER,/บริการ/รับซื้อ-iphone-อุบล/,KEEP_OWNER,1,4,0.25,1.25,LOCKED_CURRENT,Own generic mobile/Android intent. iPhone and Android brands own brand-specific intent. Legacy โทรศัพท์ alias must remain redirect.
/บริการ/รับซื้อ-iphone-จอแตก-อุบล/,iphone-broken-screen-ubon,src/content/services/iphone-broken-screen-ubon.md,mobile,/บริการ/รับซื้อมือถือ-อุบล/,SUBCLUSTER_OWNER,/บริการ/รับซื้อ-iphone-อุบล/,KEEP_OWNER,0,0,,,LOCKED_CURRENT,Own generic mobile/Android intent. iPhone and Android brands own brand-specific intent. Legacy โทรศัพท์ alias must remain redirect.
/บริการ/รับซื้อ-iphone-อุบล/,iphone-ubon,src/content/services/iphone-ubon.md,mobile,/บริการ/รับซื้อมือถือ-อุบล/,SUBCLUSTER_OWNER,/บริการ/รับซื้อมือถือ-อุบล/,PROTECT_WINNER,8,123,0.065041,8.83,LOCKED_CURRENT,Own generic mobile/Android intent. iPhone and Android brands own brand-specific intent. Legacy โทรศัพท์ alias must remain redirect.
/บริการ/รับซื้อ-iphone-แบตเสื่อม-อุบล/,iphone-bad-battery-ubon,src/content/services/iphone-bad-battery-ubon.md,mobile,/บริการ/รับซื้อมือถือ-อุบล/,SUBCLUSTER_OWNER,/บริการ/รับซื้อ-iphone-อุบล/,KEEP_OWNER,0,0,,,LOCKED_CURRENT,Own generic mobile/Android intent. iPhone and Android brands own brand-specific intent. Legacy โทรศัพท์ alias must remain redirect.
/บริการ/รับซื้อ-oppo-อุบล/,oppo-ubon,src/content/services/oppo-ubon.md,mobile,/บริการ/รับซื้อมือถือ-อุบล/,SUBCLUSTER_OWNER,/บริการ/รับซื้อมือถือ-อุบล/,KEEP_OWNER,0,1,0.0,7.0,LOCKED_CURRENT,Own generic mobile/Android intent. iPhone and Android brands own brand-specific intent. Legacy โทรศัพท์ alias must remain redirect.
/บริการ/รับซื้อ-poco-อุบล/,poco-ubon,src/content/services/poco-ubon.md,mobile,/บริการ/รับซื้อมือถือ-อุบล/,SUBCLUSTER_OWNER,/บริการ/รับซื้อมือถือ-อุบล/,KEEP_OWNER,0,4,0.0,9.5,LOCKED_CURRENT,Own generic mobile/Android intent. iPhone and Android brands own brand-specific intent. Legacy โทรศัพท์ alias must remain redirect.
/บริการ/รับซื้อ-realme-อุบล/,realme-ubon,src/content/services/realme-ubon.md,mobile,/บริการ/รับซื้อมือถือ-อุบล/,SUBCLUSTER_OWNER,/บริการ/รับซื้อมือถือ-อุบล/,KEEP_OWNER,0,0,,,LOCKED_CURRENT,Own generic mobile/Android intent. iPhone and Android brands own brand-specific intent. Legacy โทรศัพท์ alias must remain redirect.
/บริการ/รับซื้อ-redmi-อุบล/,redmi-ubon,src/content/services/redmi-ubon.md,mobile,/บริการ/รับซื้อมือถือ-อุบล/,SUBCLUSTER_OWNER,/บริการ/รับซื้อมือถือ-อุบล/,KEEP_OWNER,0,0,,,LOCKED_CURRENT,Own generic mobile/Android intent. iPhone and Android brands own brand-specific intent. Legacy โทรศัพท์ alias must remain redirect.
/บริการ/รับซื้อ-samsung-galaxy-s-ultra-อุบล/,samsung-galaxy-s-ultra-ubon,src/content/services/samsung-galaxy-s-ultra-ubon.md,mobile,/บริการ/รับซื้อมือถือ-อุบล/,SUBCLUSTER_OWNER,/บริการ/รับซื้อ-samsung-อุบล/,KEEP_OWNER,2,14,0.142857,6.5,LOCKED_CURRENT,Own generic mobile/Android intent. iPhone and Android brands own brand-specific intent. Legacy โทรศัพท์ alias must remain redirect.
/บริการ/รับซื้อ-samsung-อุบล/,samsung-ubon,src/content/services/samsung-ubon.md,mobile,/บริการ/รับซื้อมือถือ-อุบล/,SUBCLUSTER_OWNER,/บริการ/รับซื้อมือถือ-อุบล/,KEEP_OWNER,4,61,0.065574,9.3,LOCKED_CURRENT,Own generic mobile/Android intent. iPhone and Android brands own brand-specific intent. Legacy โทรศัพท์ alias must remain redirect.
/บริการ/รับซื้อ-vivo-อุบล/,vivo-ubon,src/content/services/vivo-ubon.md,mobile,/บริการ/รับซื้อมือถือ-อุบล/,SUBCLUSTER_OWNER,/บริการ/รับซื้อมือถือ-อุบล/,KEEP_OWNER,0,1,0.0,6.0,LOCKED_CURRENT,Own generic mobile/Android intent. iPhone and Android brands own brand-specific intent. Legacy โทรศัพท์ alias must remain redirect.
/บริการ/รับซื้อ-xiaomi-อุบล/,xiaomi-ubon,src/content/services/xiaomi-ubon.md,mobile,/บริการ/รับซื้อมือถือ-อุบล/,SUBCLUSTER_OWNER,/บริการ/รับซื้อมือถือ-อุบล/,KEEP_OWNER,0,0,,,LOCKED_CURRENT,Own generic mobile/Android intent. iPhone and Android brands own brand-specific intent. Legacy โทรศัพท์ alias must remain redirect.
/บริการ/รับซื้อมือถือ-อุบล/,smartphone-ubon,src/content/services/smartphone-ubon.md,mobile,/บริการ/รับซื้อมือถือ-อุบล/,CORE_OWNER,,PROTECT_WINNER,65,870,0.074713,7.88,LOCKED_CURRENT,Own generic mobile/Android intent. iPhone and Android brands own brand-specific intent. Legacy โทรศัพท์ alias must remain redirect.
/บริการ/notebook-broken-ubon/,notebook-broken-ubon,src/content/services/notebook-broken-ubon.md,notebook,/บริการ/รับซื้อโน้ตบุ๊ก-อุบล/,SUBCLUSTER_OWNER,/บริการ/รับซื้อโน้ตบุ๊ก-อุบล/,KEEP_OWNER,0,0,,,LOCKED_CURRENT,"Own generic notebook intent. MacBook, brands, gaming, and condition pages own narrower intent. Broad broken-notebook page must not replace no-power or cracked-screen owners."
